accession,chrom,start,end,strand,methylation_percent
ENCFF959WCA,chr8,81306,81307,-,0
ENCFF959WCA,chr8,81403,81404,+,0
ENCFF959WCA,chr8,81404,81405,-,33
ENCFF959WCA,chr8,81596,81597,+,0
ENCFF959WCA,chr8,81597,81598,-,100
ENCFF959WCA,chr8,81707,81708,+,0
ENCFF959WCA,chr8,81708,81709,-,94
ENCFF959WCA,chr8,81747,81748,+,0
ENCFF959WCA,chr8,81748,81749,-,100
ENCFF959WCA,chr8,81922,81923,+,0
ENCFF959WCA,chr8,81923,81924,-,100
ENCFF959WCA,chr8,81925,81926,+,0
ENCFF959WCA,chr8,81926,81927,-,100
ENCFF959WCA,chr8,81992,81993,+,0
ENCFF959WCA,chr8,81993,81994,-,0
ENCFF959WCA,chr8,81998,81999,+,0
ENCFF959WCA,chr8,81999,82000,-,0
ENCFF959WCA,chr8,82022,82023,+,0
ENCFF959WCA,chr8,82023,82024,-,0
ENCFF959WCA,chr8,82054,82055,+,0
ENCFF959WCA,chr8,82055,82056,-,0
ENCFF959WCA,chr8,82086,82087,+,0
ENCFF959WCA,chr8,82087,82088,-,0
ENCFF959WCA,chr8,82118,82119,+,0
ENCFF959WCA,chr8,82119,82120,-,100
ENCFF959WCA,chr8,82179,82180,+,100
ENCFF959WCA,chr8,82180,82181,-,100
ENCFF959WCA,chr8,82209,82210,+,33
ENCFF959WCA,chr8,82210,82211,-,100
ENCFF959WCA,chr8,82217,82218,+,100
ENCFF959WCA,chr8,82218,82219,-,77
ENCFF959WCA,chr8,82317,82318,+,100
ENCFF959WCA,chr8,82318,82319,-,58
ENCFF959WCA,chr8,82365,82366,+,100
ENCFF959WCA,chr8,82366,82367,-,100
ENCFF959WCA,chr8,82378,82379,+,100
ENCFF959WCA,chr8,82379,82380,-,100
ENCFF959WCA,chr8,82411,82412,+,0
ENCFF959WCA,chr8,82412,82413,-,100
ENCFF959WCA,chr8,82425,82426,+,0
ENCFF959WCA,chr8,82426,82427,-,100
ENCFF959WCA,chr8,82436,82437,+,0
ENCFF959WCA,chr8,82437,82438,-,100
ENCFF959WCA,chr8,82458,82459,+,100
ENCFF959WCA,chr8,82459,82460,-,100
ENCFF959WCA,chr8,82472,82473,+,100
ENCFF959WCA,chr8,82473,82474,-,100
ENCFF959WCA,chr8,82483,82484,+,100
ENCFF959WCA,chr8,82484,82485,-,100
ENCFF959WCA,chr8,82505,82506,+,100
ENCFF959WCA,chr8,82506,82507,-,100
ENCFF959WCA,chr8,82519,82520,+,100
ENCFF959WCA,chr8,82520,82521,-,0
ENCFF959WCA,chr8,82530,82531,+,100
ENCFF959WCA,chr8,82531,82532,-,0
ENCFF959WCA,chr8,82552,82553,+,100
ENCFF959WCA,chr8,82553,82554,-,0
ENCFF959WCA,chr8,82566,82567,+,0
ENCFF959WCA,chr8,82567,82568,-,0
ENCFF959WCA,chr8,82577,82578,+,0
ENCFF959WCA,chr8,82578,82579,-,0
ENCFF959WCA,chr8,82584,82585,+,0
ENCFF959WCA,chr8,82585,82586,-,0
ENCFF959WCA,chr8,82599,82600,+,0
ENCFF959WCA,chr8,82600,82601,-,0
ENCFF959WCA,chr8,82613,82614,+,0
ENCFF959WCA,chr8,82614,82615,-,0
ENCFF959WCA,chr8,82622,82623,+,0
ENCFF959WCA,chr8,82623,82624,-,0
ENCFF959WCA,chr8,82624,82625,+,0
ENCFF959WCA,chr8,82625,82626,-,0
ENCFF959WCA,chr8,82631,82632,+,0
ENCFF959WCA,chr8,82632,82633,-,0
ENCFF959WCA,chr8,82646,82647,+,0
ENCFF959WCA,chr8,82647,82648,-,0
ENCFF959WCA,chr8,82660,82661,+,0
ENCFF959WCA,chr8,82661,82662,-,0
ENCFF959WCA,chr8,82669,82670,+,0
ENCFF959WCA,chr8,82670,82671,-,0
ENCFF959WCA,chr8,82671,82672,+,0
ENCFF959WCA,chr8,82672,82673,-,0
ENCFF959WCA,chr8,82678,82679,+,0
ENCFF959WCA,chr8,82679,82680,-,0
ENCFF959WCA,chr8,82693,82694,+,0
ENCFF959WCA,chr8,82694,82695,-,0
ENCFF959WCA,chr8,82707,82708,+,0
ENCFF959WCA,chr8,82708,82709,-,0
ENCFF959WCA,chr8,82716,82717,+,0
ENCFF959WCA,chr8,82717,82718,-,0
ENCFF959WCA,chr8,82718,82719,+,0
ENCFF959WCA,chr8,82719,82720,-,0
ENCFF959WCA,chr8,82725,82726,+,0
ENCFF959WCA,chr8,82726,82727,-,0
ENCFF959WCA,chr8,82740,82741,+,0
ENCFF959WCA,chr8,82741,82742,-,100
ENCFF959WCA,chr8,82754,82755,+,0
ENCFF959WCA,chr8,82755,82756,-,100
ENCFF959WCA,chr8,82763,82764,+,0
ENCFF959WCA,chr8,82764,82765,-,100
ENCFF959WCA,chr8,82765,82766,+,0
ENCFF959WCA,chr8,82766,82767,-,100
ENCFF959WCA,chr8,82772,82773,+,0
ENCFF959WCA,chr8,82773,82774,-,100
ENCFF959WCA,chr8,82787,82788,+,0
ENCFF959WCA,chr8,82788,82789,-,100
ENCFF959WCA,chr8,82801,82802,+,0
ENCFF959WCA,chr8,82802,82803,-,100
ENCFF959WCA,chr8,82810,82811,+,0
ENCFF959WCA,chr8,82811,82812,-,100
ENCFF959WCA,chr8,82812,82813,+,0
ENCFF959WCA,chr8,82813,82814,-,100
ENCFF959WCA,chr8,82819,82820,+,0
ENCFF959WCA,chr8,82820,82821,-,100
ENCFF959WCA,chr8,82834,82835,+,0
ENCFF959WCA,chr8,82835,82836,-,100
ENCFF959WCA,chr8,82848,82849,+,0
ENCFF959WCA,chr8,82849,82850,-,0
ENCFF959WCA,chr8,82857,82858,+,0
ENCFF959WCA,chr8,82858,82859,-,0
ENCFF959WCA,chr8,82859,82860,+,0
ENCFF959WCA,chr8,82860,82861,-,0
ENCFF959WCA,chr8,82866,82867,+,0
ENCFF959WCA,chr8,82867,82868,-,0
ENCFF959WCA,chr8,82881,82882,+,0
ENCFF959WCA,chr8,82882,82883,-,0
ENCFF959WCA,chr8,82895,82896,+,0
ENCFF959WCA,chr8,82896,82897,-,0
ENCFF959WCA,chr8,82904,82905,+,0
ENCFF959WCA,chr8,82905,82906,-,0
ENCFF959WCA,chr8,82906,82907,+,0
ENCFF959WCA,chr8,82907,82908,-,0
ENCFF959WCA,chr8,82913,82914,+,0
ENCFF959WCA,chr8,82914,82915,-,0
ENCFF959WCA,chr8,82928,82929,+,0
ENCFF959WCA,chr8,82929,82930,-,0
ENCFF959WCA,chr8,82942,82943,+,0
ENCFF959WCA,chr8,82943,82944,-,0
ENCFF959WCA,chr8,82951,82952,+,0
ENCFF959WCA,chr8,82952,82953,-,0
ENCFF959WCA,chr8,82953,82954,+,0
ENCFF959WCA,chr8,82954,82955,-,0
ENCFF959WCA,chr8,82960,82961,+,0
ENCFF959WCA,chr8,82961,82962,-,0
ENCFF959WCA,chr8,82975,82976,+,0
ENCFF959WCA,chr8,82976,82977,-,0
ENCFF959WCA,chr8,82989,82990,+,0
ENCFF959WCA,chr8,82990,82991,-,0
ENCFF959WCA,chr8,82998,82999,+,0
ENCFF959WCA,chr8,82999,83000,-,0
ENCFF959WCA,chr8,83000,83001,+,0
ENCFF959WCA,chr8,83001,83002,-,0
ENCFF959WCA,chr8,83007,83008,+,0
ENCFF959WCA,chr8,83008,83009,-,0
ENCFF959WCA,chr8,83022,83023,+,0
ENCFF959WCA,chr8,83023,83024,-,0
ENCFF959WCA,chr8,83036,83037,+,0
ENCFF959WCA,chr8,83037,83038,-,0
ENCFF959WCA,chr8,83045,83046,+,0
ENCFF959WCA,chr8,83046,83047,-,0
ENCFF959WCA,chr8,83047,83048,+,0
ENCFF959WCA,chr8,83048,83049,-,100
ENCFF959WCA,chr8,83054,83055,+,0
ENCFF959WCA,chr8,83055,83056,-,0
ENCFF959WCA,chr8,83069,83070,+,0
ENCFF959WCA,chr8,83070,83071,-,100
ENCFF959WCA,chr8,83083,83084,+,0
ENCFF959WCA,chr8,83084,83085,-,100
ENCFF959WCA,chr8,83092,83093,+,0
ENCFF959WCA,chr8,83093,83094,-,100
ENCFF959WCA,chr8,83094,83095,+,0
ENCFF959WCA,chr8,83095,83096,-,100
ENCFF959WCA,chr8,83101,83102,+,0
ENCFF959WCA,chr8,83102,83103,-,0
ENCFF959WCA,chr8,83116,83117,+,0
ENCFF959WCA,chr8,83117,83118,-,0
ENCFF959WCA,chr8,83130,83131,+,0
ENCFF959WCA,chr8,83131,83132,-,0
ENCFF959WCA,chr8,83139,83140,+,0
ENCFF959WCA,chr8,83140,83141,-,0
ENCFF959WCA,chr8,83141,83142,+,0
ENCFF959WCA,chr8,83142,83143,-,0
ENCFF959WCA,chr8,83148,83149,+,0
ENCFF959WCA,chr8,83149,83150,-,0
ENCFF959WCA,chr8,83163,83164,+,0
ENCFF959WCA,chr8,83164,83165,-,0
ENCFF959WCA,chr8,83177,83178,+,0
ENCFF959WCA,chr8,83178,83179,-,0
ENCFF959WCA,chr8,83186,83187,+,0
ENCFF959WCA,chr8,83187,83188,-,0
ENCFF959WCA,chr8,83188,83189,+,0
ENCFF959WCA,chr8,83189,83190,-,0
ENCFF959WCA,chr8,83195,83196,+,0
ENCFF959WCA,chr8,83196,83197,-,0
ENCFF959WCA,chr8,83210,83211,+,0
ENCFF959WCA,chr8,83211,83212,-,0
ENCFF959WCA,chr8,83224,83225,+,0
ENCFF959WCA,chr8,83225,83226,-,0
ENCFF959WCA,chr8,83233,83234,+,0
ENCFF959WCA,chr8,83234,83235,-,0
ENCFF959WCA,chr8,83235,83236,+,0
ENCFF959WCA,chr8,83236,83237,-,0
ENCFF959WCA,chr8,83242,83243,+,0
ENCFF959WCA,chr8,83243,83244,-,0
ENCFF959WCA,chr8,83257,83258,+,0
ENCFF959WCA,chr8,83258,83259,-,0
ENCFF959WCA,chr8,83271,83272,+,0
ENCFF959WCA,chr8,83272,83273,-,0
ENCFF959WCA,chr8,83280,83281,+,0
ENCFF959WCA,chr8,83281,83282,-,0
ENCFF959WCA,chr8,83282,83283,+,0
ENCFF959WCA,chr8,83283,83284,-,0
ENCFF959WCA,chr8,83289,83290,+,0
ENCFF959WCA,chr8,83290,83291,-,0
ENCFF959WCA,chr8,83304,83305,+,0
ENCFF959WCA,chr8,83305,83306,-,0
ENCFF959WCA,chr8,83318,83319,+,0
ENCFF959WCA,chr8,83319,83320,-,100
ENCFF959WCA,chr8,83327,83328,+,0
ENCFF959WCA,chr8,83328,83329,-,100
ENCFF959WCA,chr8,83329,83330,+,0
ENCFF959WCA,chr8,83330,83331,-,100
ENCFF959WCA,chr8,83336,83337,+,0
ENCFF959WCA,chr8,83337,83338,-,0
ENCFF959WCA,chr8,83351,83352,+,0
ENCFF959WCA,chr8,83352,83353,-,100
ENCFF959WCA,chr8,83365,83366,+,0
ENCFF959WCA,chr8,83366,83367,-,100
ENCFF959WCA,chr8,83374,83375,+,0
ENCFF959WCA,chr8,83375,83376,-,100
ENCFF959WCA,chr8,83376,83377,+,0
ENCFF959WCA,chr8,83377,83378,-,100
ENCFF959WCA,chr8,83383,83384,+,0
ENCFF959WCA,chr8,83384,83385,-,0
ENCFF959WCA,chr8,83398,83399,+,0
ENCFF959WCA,chr8,83399,83400,-,100
ENCFF959WCA,chr8,83412,83413,+,0
ENCFF959WCA,chr8,83413,83414,-,100
ENCFF959WCA,chr8,83421,83422,+,0
ENCFF959WCA,chr8,83422,83423,-,0
ENCFF959WCA,chr8,83423,83424,+,0
ENCFF959WCA,chr8,83424,83425,-,0
ENCFF959WCA,chr8,83430,83431,+,0
ENCFF959WCA,chr8,83431,83432,-,0
ENCFF959WCA,chr8,83445,83446,+,0
ENCFF959WCA,chr8,83446,83447,-,0
ENCFF959WCA,chr8,83459,83460,+,100
ENCFF959WCA,chr8,83460,83461,-,0
ENCFF959WCA,chr8,83468,83469,+,100
ENCFF959WCA,chr8,83469,83470,-,0
ENCFF959WCA,chr8,83470,83471,+,100
ENCFF959WCA,chr8,83471,83472,-,0
ENCFF959WCA,chr8,83477,83478,+,100
ENCFF959WCA,chr8,83478,83479,-,0
ENCFF959WCA,chr8,83492,83493,+,100
ENCFF959WCA,chr8,83493,83494,-,0
ENCFF959WCA,chr8,83523,83524,+,0
ENCFF959WCA,chr8,83524,83525,-,0
ENCFF959WCA,chr8,83569,83570,+,0
ENCFF959WCA,chr8,83570,83571,-,0
ENCFF959WCA,chr8,83577,83578,+,0
ENCFF959WCA,chr8,83578,83579,-,0
ENCFF959WCA,chr8,83674,83675,+,100
ENCFF959WCA,chr8,83675,83676,-,0
ENCFF959WCA,chr8,83680,83681,+,100
ENCFF959WCA,chr8,83681,83682,-,0
ENCFF959WCA,chr8,83690,83691,+,100
ENCFF959WCA,chr8,83691,83692,-,0
ENCFF959WCA,chr8,83693,83694,+,0
ENCFF959WCA,chr8,83694,83695,-,0
ENCFF959WCA,chr8,83702,83703,+,100
ENCFF959WCA,chr8,83703,83704,-,0
ENCFF959WCA,chr8,83705,83706,+,50
ENCFF959WCA,chr8,83706,83707,-,0
ENCFF959WCA,chr8,83719,83720,+,33
ENCFF959WCA,chr8,83720,83721,-,0
ENCFF959WCA,chr8,83736,83737,+,100
ENCFF959WCA,chr8,83737,83738,-,0
ENCFF959WCA,chr8,83781,83782,+,100
ENCFF959WCA,chr8,83782,83783,-,0
ENCFF959WCA,chr8,83812,83813,+,0
ENCFF959WCA,chr8,83813,83814,-,0
ENCFF959WCA,chr8,83920,83921,+,100
ENCFF959WCA,chr8,83921,83922,-,0
ENCFF959WCA,chr8,83922,83923,+,100
ENCFF959WCA,chr8,83923,83924,-,0
ENCFF959WCA,chr8,84157,84158,+,0
ENCFF959WCA,chr8,84158,84159,-,0
ENCFF959WCA,chr8,84167,84168,+,0
ENCFF959WCA,chr8,84168,84169,-,0
ENCFF959WCA,chr8,84284,84285,+,0
ENCFF959WCA,chr8,84285,84286,-,0
ENCFF959WCA,chr8,84324,84325,+,0
ENCFF959WCA,chr8,84325,84326,-,0
ENCFF959WCA,chr8,84346,84347,+,0
ENCFF959WCA,chr8,84347,84348,-,0
ENCFF959WCA,chr8,84522,84523,+,0
ENCFF959WCA,chr8,84523,84524,-,0
ENCFF959WCA,chr8,84554,84555,+,67
ENCFF959WCA,chr8,84555,84556,-,100
ENCFF959WCA,chr8,84586,84587,+,60
ENCFF959WCA,chr8,84587,84588,-,0
ENCFF959WCA,chr8,84606,84607,+,67
ENCFF959WCA,chr8,84607,84608,-,100
ENCFF959WCA,chr8,84610,84611,+,75
ENCFF959WCA,chr8,84611,84612,-,100
ENCFF959WCA,chr8,84618,84619,+,75
ENCFF959WCA,chr8,84619,84620,-,100
ENCFF959WCA,chr8,84671,84672,+,38
ENCFF959WCA,chr8,84672,84673,-,67
ENCFF959WCA,chr8,84711,84712,+,56
ENCFF959WCA,chr8,84712,84713,-,100
ENCFF959WCA,chr8,85080,85081,+,0
ENCFF959WCA,chr8,85081,85082,-,0
ENCFF959WCA,chr8,85084,85085,+,0
ENCFF959WCA,chr8,85085,85086,-,0
ENCFF959WCA,chr8,85213,85214,+,0
ENCFF959WCA,chr8,85214,85215,-,0
ENCFF959WCA,chr8,85343,85344,+,100
ENCFF959WCA,chr8,85344,85345,-,0
ENCFF959WCA,chr8,85371,85372,+,100
ENCFF959WCA,chr8,85372,85373,-,0
ENCFF959WCA,chr8,85401,85402,+,0
ENCFF959WCA,chr8,85402,85403,-,0
ENCFF959WCA,chr8,85450,85451,+,100
ENCFF959WCA,chr8,85451,85452,-,0
ENCFF959WCA,chr8,85480,85481,+,100
ENCFF959WCA,chr8,85481,85482,-,0
ENCFF959WCA,chr8,85608,85609,+,0
ENCFF959WCA,chr8,85609,85610,-,0
ENCFF959WCA,chr8,85659,85660,+,0
ENCFF959WCA,chr8,85660,85661,-,0
ENCFF959WCA,chr8,85687,85688,+,0
ENCFF959WCA,chr8,85688,85689,-,0
ENCFF959WCA,chr8,85717,85718,+,0
ENCFF959WCA,chr8,85718,85719,-,0
ENCFF959WCA,chr8,85766,85767,+,0
ENCFF959WCA,chr8,85767,85768,-,0
ENCFF959WCA,chr8,85979,85980,+,0
ENCFF959WCA,chr8,85980,85981,-,0
ENCFF959WCA,chr8,86110,86111,+,0
ENCFF959WCA,chr8,86111,86112,-,0
ENCFF959WCA,chr8,86180,86181,+,0
ENCFF959WCA,chr8,86181,86182,-,0
ENCFF959WCA,chr8,86432,86433,+,0
ENCFF959WCA,chr8,86433,86434,-,0
ENCFF959WCA,chr8,86438,86439,+,0
ENCFF959WCA,chr8,86439,86440,-,0
ENCFF959WCA,chr8,86498,86499,+,0
ENCFF959WCA,chr8,86499,86500,-,0
ENCFF959WCA,chr8,86510,86511,+,0
ENCFF959WCA,chr8,86511,86512,-,0
ENCFF959WCA,chr8,86607,86608,+,100
ENCFF959WCA,chr8,86608,86609,-,0
ENCFF959WCA,chr8,86666,86667,+,100
ENCFF959WCA,chr8,86667,86668,-,100
ENCFF959WCA,chr8,86674,86675,+,100
ENCFF959WCA,chr8,86675,86676,-,0
ENCFF959WCA,chr8,86733,86734,+,0
ENCFF959WCA,chr8,86734,86735,-,100
ENCFF959WCA,chr8,86836,86837,+,0
ENCFF959WCA,chr8,86837,86838,-,100
ENCFF959WCA,chr8,86838,86839,+,0
ENCFF959WCA,chr8,86839,86840,-,100
ENCFF959WCA,chr8,86911,86912,+,0
ENCFF959WCA,chr8,86912,86913,-,100
ENCFF959WCA,chr8,86915,86916,+,0
ENCFF959WCA,chr8,86916,86917,-,100
ENCFF959WCA,chr8,86943,86944,+,0
ENCFF959WCA,chr8,86944,86945,-,0
ENCFF959WCA,chr8,87065,87066,+,0
ENCFF959WCA,chr8,87066,87067,-,0
ENCFF959WCA,chr8,87109,87110,+,0
ENCFF959WCA,chr8,87110,87111,-,0
ENCFF959WCA,chr8,87123,87124,+,0
ENCFF959WCA,chr8,87124,87125,-,0
ENCFF959WCA,chr8,87155,87156,+,0
ENCFF959WCA,chr8,87156,87157,-,0
ENCFF959WCA,chr8,87191,87192,+,0
ENCFF959WCA,chr8,87192,87193,-,0
ENCFF959WCA,chr8,87239,87240,+,0
ENCFF959WCA,chr8,87240,87241,-,0
ENCFF959WCA,chr8,87544,87545,+,0
ENCFF959WCA,chr8,87545,87546,-,0
ENCFF959WCA,chr8,87666,87667,+,0
ENCFF959WCA,chr8,87667,87668,-,0
ENCFF959WCA,chr8,87718,87719,+,0
ENCFF959WCA,chr8,87719,87720,-,0
ENCFF959WCA,chr8,87739,87740,+,0
ENCFF959WCA,chr8,87740,87741,-,0
ENCFF959WCA,chr8,87814,87815,+,0
ENCFF959WCA,chr8,87815,87816,-,0
ENCFF959WCA,chr8,87904,87905,+,0
ENCFF959WCA,chr8,87905,87906,-,0
ENCFF959WCA,chr8,87943,87944,+,0
ENCFF959WCA,chr8,87944,87945,-,0
ENCFF959WCA,chr8,88025,88026,+,0
ENCFF959WCA,chr8,88026,88027,-,0
ENCFF959WCA,chr8,88070,88071,+,0
ENCFF959WCA,chr8,88071,88072,-,0
ENCFF959WCA,chr8,88081,88082,+,0
ENCFF959WCA,chr8,88082,88083,-,0
ENCFF959WCA,chr8,88122,88123,+,0
ENCFF959WCA,chr8,88123,88124,-,0
ENCFF959WCA,chr8,88222,88223,+,0
ENCFF959WCA,chr8,88223,88224,-,0
ENCFF959WCA,chr8,88248,88249,+,0
ENCFF959WCA,chr8,88249,88250,-,0
ENCFF959WCA,chr8,88350,88351,+,0
ENCFF959WCA,chr8,88351,88352,-,0
ENCFF959WCA,chr8,88419,88420,+,0
ENCFF959WCA,chr8,88420,88421,-,0
ENCFF959WCA,chr8,88454,88455,+,0
ENCFF959WCA,chr8,88455,88456,-,0
ENCFF959WCA,chr8,88460,88461,+,0
ENCFF959WCA,chr8,88461,88462,-,0
ENCFF959WCA,chr8,88551,88552,+,0
ENCFF959WCA,chr8,88552,88553,-,0
ENCFF959WCA,chr8,88627,88628,+,0
ENCFF959WCA,chr8,88628,88629,-,0
ENCFF959WCA,chr8,88660,88661,+,0
ENCFF959WCA,chr8,88661,88662,-,0
ENCFF959WCA,chr8,88760,88761,+,0
ENCFF959WCA,chr8,88761,88762,-,0
ENCFF959WCA,chr8,88771,88772,+,0
ENCFF959WCA,chr8,88772,88773,-,0
ENCFF959WCA,chr8,88806,88807,+,0
ENCFF959WCA,chr8,88807,88808,-,0
ENCFF959WCA,chr8,88922,88923,+,0
ENCFF959WCA,chr8,88923,88924,-,0
ENCFF959WCA,chr8,88934,88935,+,0
ENCFF959WCA,chr8,88935,88936,-,0
ENCFF959WCA,chr8,89142,89143,+,0
ENCFF959WCA,chr8,89143,89144,-,0
ENCFF959WCA,chr8,89260,89261,+,0
ENCFF959WCA,chr8,89261,89262,-,0
ENCFF959WCA,chr8,89270,89271,+,0
ENCFF959WCA,chr8,89271,89272,-,0
ENCFF959WCA,chr8,89298,89299,+,0
ENCFF959WCA,chr8,89299,89300,-,0
ENCFF959WCA,chr8,89303,89304,+,0
ENCFF959WCA,chr8,89304,89305,-,0
ENCFF959WCA,chr8,89348,89349,+,0
ENCFF959WCA,chr8,89349,89350,-,0
ENCFF959WCA,chr8,89359,89360,+,0
ENCFF959WCA,chr8,89360,89361,-,0
ENCFF959WCA,chr8,89422,89423,+,0
ENCFF959WCA,chr8,89423,89424,-,0
ENCFF959WCA,chr8,89424,89425,+,0
ENCFF959WCA,chr8,89425,89426,-,0
ENCFF959WCA,chr8,89426,89427,+,0
ENCFF959WCA,chr8,89427,89428,-,0
ENCFF959WCA,chr8,89448,89449,+,0
ENCFF959WCA,chr8,89449,89450,-,0
ENCFF959WCA,chr8,89456,89457,+,0
ENCFF959WCA,chr8,89457,89458,-,0
ENCFF959WCA,chr8,89463,89464,+,0
ENCFF959WCA,chr8,89464,89465,-,0
ENCFF959WCA,chr8,89480,89481,+,0
ENCFF959WCA,chr8,89481,89482,-,0
ENCFF959WCA,chr8,89486,89487,+,0
ENCFF959WCA,chr8,89487,89488,-,0
ENCFF959WCA,chr8,89488,89489,+,0
ENCFF959WCA,chr8,89489,89490,-,0
ENCFF959WCA,chr8,89510,89511,+,0
ENCFF959WCA,chr8,89511,89512,-,0
ENCFF959WCA,chr8,89516,89517,+,0
ENCFF959WCA,chr8,89517,89518,-,0
ENCFF959WCA,chr8,89524,89525,+,0
ENCFF959WCA,chr8,89525,89526,-,0
ENCFF959WCA,chr8,89605,89606,+,0
ENCFF959WCA,chr8,89606,89607,-,100
ENCFF959WCA,chr8,89626,89627,+,0
ENCFF959WCA,chr8,89627,89628,-,0
ENCFF959WCA,chr8,89649,89650,+,0
ENCFF959WCA,chr8,89650,89651,-,0
ENCFF959WCA,chr8,89671,89672,+,0
ENCFF959WCA,chr8,89672,89673,-,100
ENCFF959WCA,chr8,89719,89720,+,0
ENCFF959WCA,chr8,89720,89721,-,100
ENCFF959WCA,chr8,89724,89725,+,0
ENCFF959WCA,chr8,89725,89726,-,100
ENCFF959WCA,chr8,89735,89736,+,0
ENCFF959WCA,chr8,89736,89737,-,100
ENCFF959WCA,chr8,90165,90166,+,0
ENCFF959WCA,chr8,90166,90167,-,0
ENCFF959WCA,chr8,90187,90188,+,0
ENCFF959WCA,chr8,90188,90189,-,0
ENCFF959WCA,chr8,90281,90282,+,0
ENCFF959WCA,chr8,90282,90283,-,0
ENCFF959WCA,chr8,90303,90304,+,0
ENCFF959WCA,chr8,90304,90305,-,0
ENCFF959WCA,chr8,90321,90322,+,0
ENCFF959WCA,chr8,90322,90323,-,0
ENCFF959WCA,chr8,90329,90330,+,0
ENCFF959WCA,chr8,90330,90331,-,0
ENCFF959WCA,chr8,90331,90332,+,0
ENCFF959WCA,chr8,90332,90333,-,0
ENCFF959WCA,chr8,90353,90354,+,0
ENCFF959WCA,chr8,90354,90355,-,0
ENCFF959WCA,chr8,90360,90361,+,0
ENCFF959WCA,chr8,90361,90362,-,0
ENCFF959WCA,chr8,90366,90367,+,0
ENCFF959WCA,chr8,90367,90368,-,0
ENCFF959WCA,chr8,90373,90374,+,0
ENCFF959WCA,chr8,90374,90375,-,0
ENCFF959WCA,chr8,90381,90382,+,0
ENCFF959WCA,chr8,90382,90383,-,0
ENCFF959WCA,chr8,90388,90389,+,0
ENCFF959WCA,chr8,90389,90390,-,0
ENCFF959WCA,chr8,90391,90392,+,0
ENCFF959WCA,chr8,90392,90393,-,0
ENCFF959WCA,chr8,90415,90416,+,0
ENCFF959WCA,chr8,90416,90417,-,0
ENCFF959WCA,chr8,90458,90459,+,0
ENCFF959WCA,chr8,90459,90460,-,0
ENCFF959WCA,chr8,90498,90499,+,0
ENCFF959WCA,chr8,90499,90500,-,0
ENCFF959WCA,chr8,90556,90557,+,0
ENCFF959WCA,chr8,90557,90558,-,0
ENCFF959WCA,chr8,90564,90565,+,0
ENCFF959WCA,chr8,90565,90566,-,0
ENCFF959WCA,chr8,90573,90574,+,0
ENCFF959WCA,chr8,90574,90575,-,0
ENCFF959WCA,chr8,90581,90582,+,0
ENCFF959WCA,chr8,90582,90583,-,0
ENCFF959WCA,chr8,90583,90584,+,0
ENCFF959WCA,chr8,90584,90585,-,0
ENCFF959WCA,chr8,90593,90594,+,0
ENCFF959WCA,chr8,90594,90595,-,0
ENCFF959WCA,chr8,90595,90596,+,0
ENCFF959WCA,chr8,90596,90597,-,0
ENCFF959WCA,chr8,90598,90599,+,0
ENCFF959WCA,chr8,90599,90600,-,0
ENCFF959WCA,chr8,90607,90608,+,0
ENCFF959WCA,chr8,90608,90609,-,0
ENCFF959WCA,chr8,90611,90612,+,0
ENCFF959WCA,chr8,90612,90613,-,0
ENCFF959WCA,chr8,90623,90624,+,0
ENCFF959WCA,chr8,90624,90625,-,0
ENCFF959WCA,chr8,90625,90626,+,0
ENCFF959WCA,chr8,90626,90627,-,0
ENCFF959WCA,chr8,90629,90630,+,0
ENCFF959WCA,chr8,90630,90631,-,0
ENCFF959WCA,chr8,90631,90632,+,0
ENCFF959WCA,chr8,90632,90633,-,0
ENCFF959WCA,chr8,90633,90634,+,0
ENCFF959WCA,chr8,90634,90635,-,0
ENCFF959WCA,chr8,90637,90638,+,0
ENCFF959WCA,chr8,90638,90639,-,0
ENCFF959WCA,chr8,90642,90643,+,0
ENCFF959WCA,chr8,90643,90644,-,0
ENCFF959WCA,chr8,90645,90646,+,0
ENCFF959WCA,chr8,90646,90647,-,0
ENCFF959WCA,chr8,90653,90654,+,0
ENCFF959WCA,chr8,90654,90655,-,0
ENCFF959WCA,chr8,90667,90668,+,0
ENCFF959WCA,chr8,90668,90669,-,0
ENCFF959WCA,chr8,90676,90677,+,0
ENCFF959WCA,chr8,90677,90678,-,0
ENCFF959WCA,chr8,90717,90718,+,0
ENCFF959WCA,chr8,90718,90719,-,0
ENCFF959WCA,chr8,90728,90729,+,0
ENCFF959WCA,chr8,90729,90730,-,0
ENCFF959WCA,chr8,90747,90748,+,0
ENCFF959WCA,chr8,90748,90749,-,0
ENCFF959WCA,chr8,91021,91022,+,0
ENCFF959WCA,chr8,91022,91023,-,0
ENCFF959WCA,chr8,91066,91067,+,0
ENCFF959WCA,chr8,91067,91068,-,0
ENCFF959WCA,chr8,91071,91072,+,0
ENCFF959WCA,chr8,91072,91073,-,0
ENCFF959WCA,chr8,91091,91092,+,0
ENCFF959WCA,chr8,91092,91093,-,0
ENCFF959WCA,chr8,91101,91102,+,0
ENCFF959WCA,chr8,91102,91103,-,0
ENCFF959WCA,chr8,91118,91119,+,0
ENCFF959WCA,chr8,91119,91120,-,0
ENCFF959WCA,chr8,91147,91148,+,0
ENCFF959WCA,chr8,91148,91149,-,0
ENCFF959WCA,chr8,91192,91193,+,0
ENCFF959WCA,chr8,91193,91194,-,0
ENCFF959WCA,chr8,91255,91256,+,0
